Headlines,Time,Description,cleaned_text,standardized_text,tokens
"This trend 'can help take us to new highs' this year, says investor"," 4:22  PM ET Fri,  8 Nov 2019","The S&P 500 could see even more new highs this year, says Avalon Investment & Advisory Chief Investment Officer and Portfolio Manager Bill Stone.",this trend can help take us to new highs this year says investor,this trend can help take us to new highs this year says investor,"['trend', 'help', 'new', 'highs', 'year', 'says', 'investor']"
$9 billion money manager who called record run predicts more new highs for 2019," 3:26  PM ET Fri,  8 Nov 2019","The S&P 500 could see even more new highs this year, says Avalon Investment & Advisory Chief Investment Officer and Portfolio Manager Bill Stone.", billion money manager who called record run predicts more new highs for , billion money manager who called record run predicts more new highs for ,"[' ', 'billion', 'money', 'manager', 'called', 'record', 'run', 'predicts', 'new', 'highs']"
"Everything Jim Cramer said on 'Mad Money,' including trim holdings, 5G plays, trade developments"," 7:38  PM ET Thu,  7 Nov 2019","CNBC's Jim Cramer says now is the time to take some profits out of the market. The ""Mad Money"" host also explains why 5G is back in vogue.",everything jim cramer said on mad money including trim holdings g plays trade developments,everything jim cramer said on mad money including trim holdings g plays trade developments,"['jim', 'cramer', 'said', 'mad', 'money', 'including', 'trim', 'holdings', 'g', 'plays', 'trade', 'developments']"
Brixmor Property Group CEO on leveraging online shopping to boost its open-air malls," 7:07  PM ET Thu,  7 Nov 2019","""We dedicate a few parking spaces, right out in front of the store,"" Brixmor Property Group's James Taylor says. ""The retailers who get it ... they're seeing growth in their sales through it.""",brixmor property group ceo on leveraging online shopping to boost its openair malls,brixmor property group ceo on leveraging online shopping to boost its openair malls,"['brixmor', 'property', 'group', 'ceo', 'leveraging', 'online', 'shopping', 'boost', 'openair', 'malls']"
Cramer's lightning round: Here's what to do with Virgin Galactic," 6:50  PM ET Thu,  7 Nov 2019","The ""Mad Money"" host takes calls from viewers and gives advice on the stocks of Home Depot, Virgin Galactic and Advanced Micro Devices.",cramers lightning round heres what to do with virgin galactic,cramers lightning round heres what to do with virgin galactic,"['cramers', 'lightning', 'round', 'heres', 'virgin', 'galactic']"
"Qorvo's strong quarter 'breathed new life' into chipmakers, 5G plays, Jim Cramer says"," 6:47  PM ET Thu,  7 Nov 2019","""After selling off over the summer, these 5G stocks they're back and they're better than ever,"" Jim Cramer said Thursday on ""Mad Money.""",qorvos strong quarter breathed new life into chipmakers g plays jim cramer says,qorvos strong quarter breathed new life into chipmakers g plays jim cramer says,"['qorvos', 'strong', 'quarter', 'breathed', 'new', 'life', 'chipmakers', 'g', 'plays', 'jim', 'cramer', 'says']"
,,,,,[]
Jim Cramer: Time to do some strategic selling after a big run in the market," 6:33  PM ET Thu,  7 Nov 2019","The ""Mad Money"" host says the market rally creates an opportunity to make profits that can be deployed in a pullback later on.",jim cramer time to do some strategic selling after a big run in the market,jim cramer time to do some strategic selling after a big run in the market,"['jim', 'cramer', 'time', 'strategic', 'selling', 'big', 'run', 'market']"
"Everything Jim Cramer said on 'Mad Money,' including HP and Xerox bid, CVS CEO, Uber versus Lyft"," 8:01  PM ET Wed,  6 Nov 2019","CNBC's Jim Cramer discusses why Xerox's bid for HP won't happen, plus why Lyft is a buy but Uber is not. CVS's CEO also sits down for a ""Mad Money"" interview.",everything jim cramer said on mad money including hp and xerox bid cvs ceo uber versus lyft,everything jim cramer said on mad money including hp and xerox bid cvs ceo uber versus lyft,"['jim', 'cramer', 'said', 'mad', 'money', 'including', 'hp', 'xerox', 'bid', 'cvs', 'ceo', 'uber', 'versus', 'lyft']"
Cramer's lightning round: Do not buy Aurora Cannabis just yet," 6:49  PM ET Wed,  6 Nov 2019","The ""Mad Money"" host says to continue owning Microsoft, but back out of Kraft Heinz.",cramers lightning round do not buy aurora cannabis just yet,cramers lightning round do not buy aurora cannabis just yet,"['cramers', 'lightning', 'round', 'buy', 'aurora', 'cannabis']"
"Jim Cramer issues buy call on Lyft, remains 'pessimistic' on Uber"," 6:36  PM ET Wed,  6 Nov 2019","Lyft ""management's promise to deliver positive EBITDA by the end of 2021 now sounds credible,"" the ""Mad Money"" host says.",jim cramer issues buy call on lyft remains pessimistic on uber,jim cramer issues buy call on lyft remains pessimistic on uber,"['jim', 'cramer', 'issues', 'buy', 'lyft', 'remains', 'pessimistic', 'uber']"
CVS CEO worries teen tobacco use is going the 'wrong way' with vaping crisis," 6:27  PM ET Wed,  6 Nov 2019","""We've got to get our arms around that issue and reverse that trend,"" CEO Larry Merlo tells Jim Cramer.",cvs ceo worries teen tobacco use is going the wrong way with vaping crisis,cvs ceo worries teen tobacco use is going the wrong way with vaping crisis,"['cvs', 'ceo', 'worries', 'teen', 'tobacco', 'use', 'going', 'wrong', 'way', 'vaping', 'crisis']"
"There is no way Xerox can pull off a deal to buy HP, Jim Cramer says"," 7:50  PM ET Wed,  6 Nov 2019","While the ""Mad Money"" host says he likes mergers and acquisitions, he warns viewers not to make stock decisions solely on possible deals.",there is no way xerox can pull off a deal to buy hp jim cramer says,there is no way xerox can pull off a deal to buy hp jim cramer says,"['way', 'xerox', 'pull', 'deal', 'buy', 'hp', 'jim', 'cramer', 'says']"
,,,,,[]
"Everything Jim Cramer said on 'Mad Money,' including growth and value stocks, Twilio CEO, AI trading"," 7:55  PM ET Tue,  5 Nov 2019","CNBC's Jim Cramer breaks down Wall Street's sentiment toward high-growth and value stocks, sits down with FireEye CEO Kevin Mandia, gets an explanation from Twilio CEO Jeff Lawson about a forecast error and berates the machine trading of stocks.",everything jim cramer said on mad money including growth and value stocks twilio ceo ai trading,everything jim cramer said on mad money including growth and value stocks twilio ceo ai trading,"['jim', 'cramer', 'said', 'mad', 'money', 'including', 'growth', 'value', 'stocks', 'twilio', 'ceo', 'ai', 'trading']"
Mea culpa — Twilio CEO assures Jim Cramer 'simple math error' will never happen again," 7:22  PM ET Tue,  5 Nov 2019","""We have instituted additional processes and controls to make sure such an error cannot happen again,"" Twilio CEO Jeff Lawson says in a ""Mad Money"" interview.",mea culpa twilio ceo assures jim cramer simple math error will never happen again,mea culpa twilio ceo assures jim cramer simple math error will never happen again,"['mea', 'culpa', 'twilio', 'ceo', 'assures', 'jim', 'cramer', 'simple', 'math', 'error', 'happen']"
Jim Cramer rails on machine trading — 'the whole darned thing is a travesty'," 7:19  PM ET Tue,  5 Nov 2019","Automated trading ""destroys what makes the American market so great: deep liquidity that leads to real price discovery,"" ""Mad Money"" host Jim Cramer says.",jim cramer rails on machine trading the whole darned thing is a travesty,jim cramer rails on machine trading the whole darned thing is a travesty,"['jim', 'cramer', 'rails', 'machine', 'trading', 'darned', 'thing', 'travesty']"
"Misinformation — not voting machine hacks — is biggest threat to 2020 election, FireEye CEO says"," 7:16  PM ET Tue,  5 Nov 2019",The cybersecurity executive says targeted campaigns to sway voters' opinions is what worries him ahead of the 2020 election.,misinformation not voting machine hacks is biggest threat to election fireeye ceo says,misinformation not voting machine hacks is biggest threat to election fireeye ceo says,"['misinformation', 'voting', 'machine', 'hacks', 'biggest', 'threat', 'election', 'fireeye', 'ceo', 'says']"
"Cramer's lightning round: Delta is good, but United Airlines is better"," 7:17  PM ET Tue,  5 Nov 2019","""Mad Money"" host Jim Cramer takes calls from viewers on their favorite stocks, such as Constellation Brands, and offers his advice.",cramers lightning round delta is good but united airlines is better,cramers lightning round delta is good but united airlines is better,"['cramers', 'lightning', 'round', 'delta', 'good', 'united', 'airlines', 'better']"
Jim Cramer: These are the 3 high-yield stocks that could drive the Dow higher," 7:33  PM ET Tue,  5 Nov 2019","The ""Mad Money"" host says Walgreens Boots Alliance, Dow Inc. and Verizon are worth keeping an eye on, based on Dan Fitzpatrick's technical analysis.",jim cramer these are the highyield stocks that could drive the dow higher,jim cramer these are the highyield stocks that could drive the dow higher,"['jim', 'cramer', 'highyield', 'stocks', 'drive', 'dow', 'higher']"
"This market is showing 'no mercy' to high-growth stocks in lieu of value names, Jim Cramer says"," 7:06  PM ET Tue,  5 Nov 2019","""At this pace, value will soon be regarded as expensive, and the growth stocks"" that were shown no mercy will look cheap, ""Mad Money"" host Jim Cramer says.",this market is showing no mercy to highgrowth stocks in lieu of value names jim cramer says,this market is showing no mercy to highgrowth stocks in lieu of value names jim cramer says,"['market', 'showing', 'mercy', 'highgrowth', 'stocks', 'lieu', 'value', 'names', 'jim', 'cramer', 'says']"
"Everything Jim Cramer said on 'Mad Money,' including record highs, trade talks, Wayfair's bad stock"," 8:02  PM ET Mon,  4 Nov 2019","CNBC's Jim Cramer breaks down how Wall Street rallied to new highs, says he's skeptical about China trade talks, steers investors clear of Wayfair's stock price and sits down with the CEO of OjO Electric.",everything jim cramer said on mad money including record highs trade talks wayfairs bad stock,everything jim cramer said on mad money including record highs trade talks wayfairs bad stock,"['jim', 'cramer', 'said', 'mad', 'money', 'including', 'record', 'highs', 'trade', 'talks', 'wayfairs', 'bad', 'stock']"
Cramer's lightning round: The market does not like Okta right now," 7:48  PM ET Mon,  4 Nov 2019","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round the market does not like okta right now,cramers lightning round the market does not like okta right now,"['cramers', 'lightning', 'round', 'market', 'like', 'okta', 'right']"
How electric scooter company OjO plans to shake up the food delivery industry," 6:58  PM ET Mon,  4 Nov 2019",OjO Electric is trying to differentiate itself from larger rivals such as Bird and Lime by offering rideshare scooters with seats.,how electric scooter company ojo plans to shake up the food delivery industry,how electric scooter company ojo plans to shake up the food delivery industry,"['electric', 'scooter', 'company', 'ojo', 'plans', 'shake', 'food', 'delivery', 'industry']"
Jim Cramer: I'm 'suspicious' of the 'trade truce happy talk' with China," 6:58  PM ET Mon,  4 Nov 2019","""I think we'd better see some action soon, or we'll have to become more circumspect about the negotiations,"" CNBC's Jim Cramer says.",jim cramer im suspicious of the trade truce happy talk with china,jim cramer im suspicious of the trade truce happy talk with china,"['jim', 'cramer', 'm', 'suspicious', 'trade', 'truce', 'happy', 'talk', 'china']"
