Time,Headlines,cleaned_text,standardized_text,tokens
26-Apr-20,"Frequent gamblers betting more despite coronavirus sports lockdown, study says",apr,apr,['apr']
26-Apr-20,Funeral homes push for state help as lockdown leads to no-frills services,apr,apr,['apr']
26-Apr-20,PPE debacle should be sewn up on the home front,apr,apr,['apr']
24-Apr-20,Benevolence of Richard Branson and Virgin Group,apr,apr,['apr']
24-Apr-20,"UK lockdown sends retail sales to record low, but alcohol sales rise",apr,apr,['apr']
24-Apr-20,Business live  Stock markets slide after flurry of poor data - as it happened,apr,apr,['apr']
24-Apr-20,Dyson will not supply ventilators to NHS to treat Covid-19,apr,apr,['apr']
24-Apr-20,UK watchdog flooded with complaints over holiday refunds,apr,apr,['apr']
24-Apr-20,"Britain running down the clock in Brexit talks, says Michel Barnier",apr,apr,['apr']
24-Apr-20,Coronavirus travel shutdown: what are your rights?,apr,apr,['apr']
24-Apr-20,Church fund urges other ExxonMobil investors to sack board over climate,apr,apr,['apr']
24-Apr-20,Treasury mulling 100% government-backed loans for smallest firms,apr,apr,['apr']
24-Apr-20,Burberry directors take 20% pay cut and 'won't use furlough scheme',apr,apr,['apr']
24-Apr-20,UK housebuilder Persimmon joins return to site work,apr,apr,['apr']
24-Apr-20,The hunt for a coronavirus vaccine – a perilous and uncertain path,apr,apr,['apr']
24-Apr-20,"Virgin Australia owes $6.8bn to more than 12,000 creditors, documents reveal",apr,apr,['apr']
24-Apr-20,NHS pharmacy's business account frozen by Metro Bank,apr,apr,['apr']
24-Apr-20,Covid crisis watch  What will coronavirus mean for the British economy?,apr,apr,['apr']
24-Apr-20,"Thousands of firms may fail if rescue schemes not expanded, says CBI",apr,apr,['apr']
24-Apr-20,EU leaders clash over trillion-euro Covid-19 aid in online meeting,apr,apr,['apr']
24-Apr-20,"Nils Pratley on finance  


  The much-feared 'scarring' of the UK economy may be happening already",apr,apr,['apr']
24-Apr-20,Commercial property landlords banned from demanding rent arrears,apr,apr,['apr']
24-Apr-20,Full Story  Virgin Australia’s woes and the future of Australian air travel,apr,apr,['apr']
23-Apr-20,"Business live  Bank of England warns of worst contraction in centuries, as economic activity slumps - as it happened",apr,apr,['apr']
23-Apr-20,"Hotels, restaurants and pubs have furloughed 80% of staff, ONS finds",apr,apr,['apr']
23-Apr-20,Why few Britons pick fruit on our farm,apr,apr,['apr']
23-Apr-20,Coronavirus lockdown tips UK economy into biggest slump on record,apr,apr,['apr']
23-Apr-20,Train operators start devising plans to restore services,apr,apr,['apr']
23-Apr-20,Coronavirus: what would a year of physical distancing mean for the UK?,apr,apr,['apr']
23-Apr-20,Week in geek  Do we really need a Hunger Games prequel movie?,apr,apr,['apr']
23-Apr-20,Jaguar Land Rover and Aston Martin among UK firms planning return,apr,apr,['apr']
23-Apr-20,US unemployment applications reach over 26m as states struggle to keep up,apr,apr,['apr']
23-Apr-20,Coronavirus delivers a 'moment of truth' on the meaning of the EU,apr,apr,['apr']
23-Apr-20,Sir David Barnes obituary,apr,apr,['apr']
23-Apr-20,"Coronavirus will cause 'lasting changes' to shopping habits, says Unilever boss",apr,apr,['apr']
23-Apr-20,Low demand for oil isn't good news. It could cause a financial crisis,apr,apr,['apr']
23-Apr-20,"Spotify live  


  Spotify's 'tip jar' is a slap in the face for musicians. It should pay them better",apr,apr,['apr']
23-Apr-20,Family-friendly Animal Crossing takes video game top spot amid lockdown,apr,apr,['apr']
23-Apr-20,The US bailout was meant for small business – not giant corporations. What went wrong?,apr,apr,['apr']
23-Apr-20,Trader Joe’s and other US firms suppress unionization efforts during pandemic,apr,apr,['apr']
23-Apr-20,UK seeks to borrow £225bn to fund huge surge in public spending,apr,apr,['apr']
23-Apr-20,Cath Kidston agrees to hand over pay owed to UK staff in U-turn,apr,apr,['apr']
23-Apr-20,"Nils Pratley on finance  


  British Gas owner needs more than cost-cutting and energy prices prayer",apr,apr,['apr']
22-Apr-20,West Midlands economy hardest hit from Covid-19 as auto sector stalls,apr,apr,['apr']
22-Apr-20,Ryanair boss says airline won't fly with 'idiotic' social distancing rules,apr,apr,['apr']
22-Apr-20,Boohoo eyes struggling fashion brands after trading beats forecasts,apr,apr,['apr']
22-Apr-20,Trump considers block on crude oil imports to prop up US market,apr,apr,['apr']
22-Apr-20,Business live  Eurozone consumer confidence slumps; oil remains volatile - as it happened,apr,apr,['apr']
22-Apr-20,Cornish copper find raises hopes for once 'richest square mile',apr,apr,['apr']
22-Apr-20,It's time to let the fossil fuel industry die,apr,apr,['apr']
22-Apr-20,'You're not welcome': rap's racial divide in France,apr,apr,['apr']
22-Apr-20,"Wealth tax rise could raise £174bn to tackle Covid-19, expert says",apr,apr,['apr']
22-Apr-20,Coronavirus: airlines seek €12.8bn in bailouts without environmental conditions attached,apr,apr,['apr']
22-Apr-20,World Bank warns of collapse in money sent home by migrant workers,apr,apr,['apr']
22-Apr-20,UK firms plan legal action against Hiscox over Covid-19 insurance claims,apr,apr,['apr']
22-Apr-20,Top economist: US coronavirus response is like 'third world' country,apr,apr,['apr']
22-Apr-20,Disney heir criticises $1.5bn in bonuses and dividends as company cuts pay,apr,apr,['apr']
22-Apr-20,‘I’m not essential’: Boeing employees return to work despite pandemic,apr,apr,['apr']
22-Apr-20,Legal & General warns firms to act fairly during coronavirus crisis,apr,apr,['apr']
22-Apr-20,UK inflation falls to 1.5% as stay-away shoppers shun spring clothing,apr,apr,['apr']
22-Apr-20,"Your problems, with Anna Tims  Pay £2,000 for a room you can't use - or break the law?",apr,apr,['apr']
22-Apr-20,Corner shops describe life under lockdown as they stay open for their community,apr,apr,['apr']
22-Apr-20,Fears of prolonged coronavirus downturn and second wave of US cases,apr,apr,['apr']
22-Apr-20,"All big UK airlines and travel firms denying refunds, Which? finds",apr,apr,['apr']
22-Apr-20,UK ad watchdog bans claims that IV drips can treat coronavirus,apr,apr,['apr']
22-Apr-20,"Seven out of 10 UK firms have furloughed staff, survey reveals",apr,apr,['apr']
22-Apr-20,Coca-Cola and Pepsi falling short on pledges over plastic – report,apr,apr,['apr']
22-Apr-20,Netflix doubles expected tally of new subscribers amid Covid-19 lockdown,apr,apr,['apr']
22-Apr-20,Boots and Matalan among firms targeted over unpaid rents,apr,apr,['apr']
22-Apr-20,UK petrol prices to stay steady despite global oil price slump,apr,apr,['apr']
22-Apr-20,"We made right choice in ventilator race, says UK consortium head",apr,apr,['apr']
22-Apr-20,China doles out vouchers to encourage shoppers to spend again,apr,apr,['apr']
22-Apr-20,Trump pledges lifeline to US oil industry as prices fall below zero,apr,apr,['apr']
22-Apr-20,John Lewis and Primark furlough tens of thousands of staff,apr,apr,['apr']
22-Apr-20,Business live  Brent crude plunges to 18-year low as oil slump rattles markets - as it happened,apr,apr,['apr']
22-Apr-20,"Physical distancing will end era of cheap air travel, industry warns",apr,apr,['apr']
22-Apr-20,Richard Branson's bailout plea proves there's no one more shameless,apr,apr,['apr']
22-Apr-20,UK minister urges betting firms to do more for problem gamblers,apr,apr,['apr']
22-Apr-20,Amazon given €294m in tax credits as European revenues jump to €32bn,apr,apr,['apr']
22-Apr-20,UK furlough scheme could just delay massive unemployment rise,apr,apr,['apr']
22-Apr-20,So much for entitled millennials – it’s billionaires such as Richard Branson who are begging for loans,apr,apr,['apr']
22-Apr-20,Admiral to give £25 car insurance refunds over coronavirus lockdown,apr,apr,['apr']
22-Apr-20,'I don't want this job to kill me': why have 68 New York transit workers died during the pandemic?,apr,apr,['apr']
21-Apr-20,"Project Syndicate economists  


  EU should use perpetual bonds to finance Covid-19 recovery fund",apr,apr,['apr']
21-Apr-20,Virgin Australia: what does voluntary administration mean and how will it affect you?,apr,apr,['apr']
21-Apr-20,Virgin Australia plans bare bones flight service as administrators look for buyers,apr,apr,['apr']
21-Apr-20,Over a barrel: how oil prices dropped below zero,apr,apr,['apr']
21-Apr-20,Deepwater Horizon  'Of course it could happen again': experts say little has changed since Deepwater Horizon,apr,apr,['apr']
21-Apr-20,Oil slips into the twilight zone as demand for crude has plummeted,apr,apr,['apr']
21-Apr-20,Germany takes tentative steps back to normality as lockdown eases,apr,apr,['apr']
21-Apr-20,MPs investigate commercial property purchases by councils,apr,apr,['apr']
21-Apr-20,Oil prices dip below zero as producers forced to pay to dispose of excess,apr,apr,['apr']
21-Apr-20,UK sales of baking goods and alcohol rise while makeup and plants fall,apr,apr,['apr']
21-Apr-20,"Thousands of UK pubs will go under without bailout, industry warns",apr,apr,['apr']
21-Apr-20,Branson to mortgage Caribbean island as he seeks Virgin bailout,apr,apr,['apr']
21-Apr-20,"140,000 UK companies apply for coronavirus job furlough scheme",apr,apr,['apr']
21-Apr-20,Kingfisher Airlines tycoon loses appeal against extradition to India,apr,apr,['apr']
21-Apr-20,"'Just not true' we're too lazy for farm work, say frustrated UK applicants",apr,apr,['apr']
21-Apr-20,Business live  Britons' finances weakest since 2011; Covid-19 knocks oil near $10 a barrel – as it happened,apr,apr,['apr']
21-Apr-20,Rishi Sunak's furlough support scheme fails to reassure Britons,apr,apr,['apr']
21-Apr-20,Rishi Sunak offers fast-growing UK companies £1.25bn in loans,apr,apr,['apr']
21-Apr-20,Covering Climate Now  Green energy could drive Covid-19 recovery with $100tn boost,apr,apr,['apr']
21-Apr-20,'UK youth employment prospects crumbling' in coronavirus crisis,apr,apr,['apr']
20-Apr-20,Premier Foods sales surge amid demand for store cupboard staples,apr,apr,['apr']
20-Apr-20,Consumer champions  Can I challenge a fine after I bought the wrong rail ticket?,apr,apr,['apr']
20-Apr-20,UK's regional light rail services at risk from coronavirus outbreak,apr,apr,['apr']
20-Apr-20,British households face disposable income fall of £515 per month,apr,apr,['apr']
20-Apr-20,Workers without degrees hardest hit by Covid-19 crisis - study,apr,apr,['apr']
20-Apr-20,"Coronavirus outbreak will halt 520,000 UK house sales in 2020",apr,apr,['apr']
20-Apr-20,John Lewis and Mother of Pearl mark Earth Day with joint fashion line,apr,apr,['apr']
20-Apr-20,Small businesses aren't ready to reopen. But let's build a plan for when we are,apr,apr,['apr']
20-Apr-20,MansionBet allowed VIP gambler to use redundancy payout to keep betting,apr,apr,['apr']
20-Apr-20,Supertankers drafted in to store glut of crude oil,apr,apr,['apr']
20-Apr-20,"Economics viewpoint  


  The IMF needed a progressive vision and US leadership. Both were absent",apr,apr,['apr']
20-Apr-20,Will Britain's restaurants survive coronavirus?,apr,apr,['apr']
20-Apr-20,Supermarket staff: how has coronavirus affected your work?,apr,apr,['apr']
20-Apr-20,Hotels say offer of refuge for domestic abuse victims has been snubbed,apr,apr,['apr']
20-Apr-20,Crawley wakes up to the empty skies of the coronavirus crash,apr,apr,['apr']
20-Apr-20,From travel to shopping to who pays for home working … what you are asking around lockdown,apr,apr,['apr']
20-Apr-20,Nearly seven million jobs at risk if lockdown lasts for months,apr,apr,['apr']
20-Apr-20,Pressure intensifies for 100% government-backed business loans,apr,apr,['apr']
20-Apr-20,‘I’ve already got infected lungs’: for sick coal miners Covid-19 is a death sentence,apr,apr,['apr']
20-Apr-20,"William Keegan's in my view  


  The time is ripe for a coronavirus coalition government",apr,apr,['apr']
19-Apr-20,"Business leader  


  Just when Italy really needed some unity, the EU failed it – and continues to do so",apr,apr,['apr']
19-Apr-20,"CEOs, not the unemployed, are America's real 'moral hazard'",apr,apr,['apr']
19-Apr-20,"Observer business agenda  $10,000 a second? Amazon’s results could be amazing",apr,apr,['apr']
19-Apr-20,"Beware a new wave of populism, born out of coronavirus-induced economic inequity",apr,apr,['apr']
19-Apr-20,‘Our income has fallen off a cliff’: how lockdown hits firms large and small,apr,apr,['apr']
19-Apr-20,Arcadia Group may permanently shut down stores amid Covid-19 crisis,apr,apr,['apr']
19-Apr-20,Africans facing coronavirus must not suffer the injustices they saw with Aids,apr,apr,['apr']
19-Apr-20,'We're heartbroken': new starters trapped by furlough loophole,apr,apr,['apr']
19-Apr-20,Meat and veg vending machines do roaring trade in coronavirus crisis,apr,apr,['apr']
19-Apr-20,From boardroom to spare room: the working from home revolution,apr,apr,['apr']
19-Apr-20,Are the Tories turning Britain into a one-party state?,apr,apr,['apr']
19-Apr-20,Queensland offers Virgin Australia $200m if it keeps headquarters in Brisbane,apr,apr,['apr']
19-Apr-20,After the lockdown: how a degree of normality could return to UK working life,apr,apr,['apr']
19-Apr-20,EY ordered to pay whistleblower $11m in Dubai gold audit case,apr,apr,['apr']
19-Apr-20,Vauxhall plans physically distanced car production in UK,apr,apr,['apr']
19-Apr-20,UK government extends furlough scheme until end of June,apr,apr,['apr']
19-Apr-20,Suppliers ration stocks of tinned tomatoes after surge in demand,apr,apr,['apr']
19-Apr-20,Travel firms angry over Grant Shapps' 'no summer holiday' comment,apr,apr,['apr']
